	title	artist	album	albumArtist	likeStatus	averageRating	albumYear	albumType	duration_seconds
6xQkKz1PloQ	The Man Who Sold The World (2020 Mix)	David Bowie	Metrobolist (aka The Man Who Sold The World) [2020 Mix]	David Bowie	INDIFFERENT		2020.0	Album	245.0
3XpMvL7Ov6M	Love Is Lost (Hello Steve Reich Mix by James Murphy for the DFA)	David Bowie	The Next Day Extra EP	David Bowie	INDIFFERENT		2013.0	EP	625.0
PVM3J19beDg	Young Americans	David Bowie	Young Americans	David Bowie	INDIFFERENT				
CQ9eUCTgFCo	Fascination	David Bowie	Young Americans	David Bowie	INDIFFERENT				
T_2MpFI_I8U	I Want You Back	David Ruffin	Motown Sings Motown Treasures	Various Artists	INDIFFERENT	4.0380955	2004.0	Album	
UiaSd7I-lX8	Time Spent in Los Angeles	Dawes	Nothing Is Wrong						268.0
dAnSUO1s9UE	Heiwa	Dday One	Journal Ep	Dday One	INDIFFERENT	5.0	2016.0	EP	
aabHI5w9vt8	Ring Ring Ring (Ha Ha Hey)	De La Soul	Ring Ring Ring (Ha Ha Hey)	De La Soul	INDIFFERENT		1991.0	Single	
wTo0OTwrpyE	Holiday In Cambodia	Dead Kennedys	Milking The Sacred Cow	Dead Kennedys	INDIFFERENT	4.7094765	2007.0	Album	
ZK300gUp04c	Great Mass of Color	Deafheaven	Great Mass of Color	Deafheaven	INDIFFERENT		2021.0	Single	
3BajNyleMI4	And Ill Show U Heaven If U Let Me	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	94.0
L1wE-BjnaKY	The Narcissist (feat. Inga Copeland)	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	247.0
f1YxqLH8F_8	Galice	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	206.0
ryLo2nrX_xA	Caught Feelings	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	126.0
XFviDL6KdKc	Direct Line 2	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	199.0
aiq9OgRempg	Caught Feelings	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	126.0
cFVBaFvJObI	The Narcissist (feat. Inga Copeland)	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	247.0
RRnaSZWzamg	Direct Line 2	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	199.0
Fa5OdORhflM	Galice	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	206.0
4IyFZs8QFR4	And Ill Show U Heaven If U Let Me	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	94.0
P2ogapQ0kHs	Direct Line	Dean Blunt	The Narcissist II	Dean Blunt	INDIFFERENT		2012.0	Album	429.0
SNI1tHXmfYk	Demon (feat. Joanne Robertson)	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT	4.1428571	2013.0	Album	
4YkLqsTFNZ4	Make It Official	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT		2013.0	Album	105.0
KuUN2gbczaM	Papi	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT		2013.0	Album	137.0
59L4S2RJQDM	The Pedigree	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT		2013.0	Album	148.0
HBh5nzLD1SY	Brutal	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT		2013.0	Album	204.0
2laUrDsGdvs	The Redeemer (feat. Inga Copeland)	Dean Blunt	The Redeemer	Dean Blunt	INDIFFERENT		2013.0	Album	213.0
V9Ezl9dQ6wA	Billy Not Really	Death Grips	Niggas on the Moon	Death Grips	INDIFFERENT				
74gA2RxfprE	Say Hey Kid	Death Grips	Niggas on the Moon	Death Grips	INDIFFERENT				
zk2ci5fi0W4	Hush	Deep Purple	When We Rock, We Rock And When We Roll, We Roll	Deep Purple	INDIFFERENT		1978.0	Album	267.0
PyO96Lr0WaM	Fresh Born	Deerhoof	Fever 121614	Deerhoof	INDIFFERENT		2015.0	Album	
WnH2vaRL9n4	Dr. Glass	Deerhunter	2007-11-19: Daytrotter Session, The Horseshack, Rock Island, IL, USA	Deerhunter	INDIFFERENT				
x1iKVLfFIyY	Calvary Scars	Deerhunter	2007-11-19: Daytrotter Session, The Horseshack, Rock Island, IL, USA	Deerhunter	INDIFFERENT				
TJQy2TC5drg	Heatherwood	Deerhunter	2007-11-19: Daytrotter Session, The Horseshack, Rock Island, IL, USA	Deerhunter	INDIFFERENT				
nyFGid1ThCo	Activa	Deerhunter	2007-11-19: Daytrotter Session, The Horseshack, Rock Island, IL, USA	Deerhunter	INDIFFERENT				
RzB6uOtsoa4	Nothing Ever Happened	Deerhunter	Rhapsody Original	Deerhunter	INDIFFERENT				
s7M-0p90kFI	Helicopter	Deerhunter	Rhapsody Original	Deerhunter	INDIFFERENT				
66ufzHvu9aI	He Would Have Laughed	Deerhunter	Rhapsody Original	Deerhunter	INDIFFERENT				
itKW_A1rnn4	Fountain Stairs	Deerhunter	iTunes Live From SoHo	Deerhunter	INDIFFERENT				
DqP_NFG-WbY	He Would Have Laughed	Deerhunter	iTunes Live From SoHo	Deerhunter	INDIFFERENT				
wQLx6JVtdjg	For Sudden	Deft	Blackest	Deft	INDIFFERENT		2016.0	EP	227.0
veRHPL9xFpY	Runaway	Del Shannon	Runaway with Del Shannon	Del Shannon	INDIFFERENT		1961.0	Album	
bMzUtkyr1Vs	Runaway	Del Shannon	Tiempo para el Rock de los 60's	Various Artists	INDIFFERENT		2016.0	Album	
hxMfb--oX4U	White Tee	Dem Franchize Boyz	White Tee's	Dem Franchize Boyz	INDIFFERENT	4.7006884	2004.0	Single	
VR24Pfw7Ykw	Ultimate	Denzel Curry	Ultimate	Denzel Curry	INDIFFERENT		2015.0	Single	
A6QLkCZp2n4	Enjoy the Silence (2006 Remaster)	Depeche Mode	The Best of Depeche Mode, Volume 1	Depeche Mode	INDIFFERENT		2006.0	Album	
98DX1dQYnGc	Layla	Derek & The Dominos	Complete Clapton	Eric Clapton	INDIFFERENT	4.4520001	2007.0	Album	
EOW9aixXnq4	Little Wing	Derek & The Dominos	Layla And Other Assorted Love Songs (50th Anniversary Deluxe Edition)	Derek & The Dominos	INDIFFERENT		1970.0	Album	337.0
nlhzajhLVY8	Key To The Highway	Derek & The Dominos	Layla and Other Assorted Love Songs	Derek & The Dominos	INDIFFERENT		1970.0	Album	577.0
5dCSUD37qxQ	Layla	Derek & The Dominos	The Cream Of Clapton	Eric Clapton	INDIFFERENT		2010.0	Album	424.0
khMJ1nmA7FQ	The Loser	Derrick Harriott	Loser / Now We Know	Desmond Miles Seven	INDIFFERENT		2014.0	Single	
ObVAPIUOfA0	007 (Shanty Town)	Desmond Dekker	007 Shanty Town	Desmond Dekker	INDIFFERENT		1967.0	Album	
JPa37gAQZ6A	007 (Shanty Town)	Desmond Dekker	Action! (Expanded Version)	Desmond Dekker	INDIFFERENT		1967.0	Album	
71tY2bcJTg4	007 (Shanty Town)	Desmond Dekker	Ska & Reggae Classics	Various Artists	INDIFFERENT		2018.0	Album	151.0
q-o_sHi3Q-U	007 (Shanty Town)	Desmond Dekker	The Trojan: Ska Collection	Various Artists	INDIFFERENT		1998.0	Album	153.0
0V_ydDkcQjs	Auf Engelsflugein	Deutsche Wertarbeit	Get Lost VI Mixed by Totally Enormous Extinct Dinosaurs	Various Artists	INDIFFERENT		2013.0	Album	332.0
cBSoeWvkIMk	Mongoloid	Devo	Hardcore Devo, Vol. 1 (Vol. 1 1974-1977)	Devo	INDIFFERENT		1990.0	Album	217.0
XbTefNiowss	Mongoloid	Devo	Hardcore Volume 1	Devo	INDIFFERENT		2016.0	Album	
cTH_mGg_rVw	Uncontrollable Urge	Devo	Q: Are We Not Men? A: We Are Devo!	Devo	DISLIKE	4.6461015	1978.0	Album	
sDMw6wQ_ya8	slices	Devonwho	Perfect Strangers						
29CtGTKNT5I	slices	Devonwho	Perfect Strangers	Devonwho	INDIFFERENT		2013.0	Album	189.0
IDpyO2JUerQ	Darn That Dream	Dexter Gordon	Ballads	Dexter Gordon	INDIFFERENT		1991.0	Album	453.0
KhZ9yGu2wog	Upside Down	Diana Ross	20th Century Masters: The Millennium Collection: Best of Diana Ross	Diana Ross	INDIFFERENT		2000.0	Album	
Ms6gz5hpXBE	I'm Coming Out	Diana Ross	20th Century Masters: The Millennium Collection: Best of Diana Ross	Diana Ross	INDIFFERENT		2000.0	Album	
AGO19YOaw6U	I'm Coming Out	Diana Ross	Diana	Diana Ross	INDIFFERENT	4.521492	1980.0	Album	
NIqFY9Khmeo	Upside Down	Diana Ross	Diana (Deluxe Edition)	Diana Ross	INDIFFERENT		1980.0	Album	
GlsEW0Iz3XE	The Wanderer	Dion	100 Rock & Roll Hits	Various Artists	INDIFFERENT		2014.0	Album	
o6PRVGzvCrU	Lovers Who Wander	Dion	The Best Of Dion & The Belmonts	Dion & The Belmonts	INDIFFERENT		2005.0	Album	
U7Jz9TqglW0	Who Knew?	Disclosure	ENERGY	Disclosure	INDIFFERENT		2020.0	Album	
6WsFRgjoh-4	F For You	Disclosure	Settle	Disclosure	INDIFFERENT		2013.0	Album	
mbNtl_6LUOc	F for You	Disclosure	Settle	Disclosure	INDIFFERENT				
k9snajLbat4	Tenderly	Disclosure	Settle	Disclosure	INDIFFERENT				
kRfWlLKiycU	Latch (feat. Sam Smith)	Disclosure	Settle (Deluxe)	Disclosure	INDIFFERENT		2013.0	Album	255.0
-KmMkktbfpQ	You & Me (Flume Remix) (feat. Eliza Doolittle)	Disclosure	Summer Dance Party	Various Artists	INDIFFERENT		2022.0	Album	283.0
NOtZguxf0uo	Remember	Disturbed	Believe	Disturbed	INDIFFERENT		2002.0	Album	249.0
V9iQh3HE7hg	On The Sunny Side Of The Street	Dizzy Gillespie	Norman Granz: The Founder	Various Artists	INDIFFERENT	4.3513513	2018.0	Album	
hXPrh45-Nhk	The Spiteful Chant	Dj Turn Up	Feelin Myself						
bbv8Cqzqwp8	How High the Moon	Django Reinhardt	Django On The Radio - Transcribed Broadcasts (CD D - 1947-1948)	Django Reinhardt	INDIFFERENT		2008.0	Album	179.0
ew0qsyV4Tk4	Minor Swing	Django Reinhardt	Djangologie Vol18 / 1949 - 1950	Django Reinhardt	INDIFFERENT	5.0	2009.0	Album	
ZLzqDHldIXo	Nuages	Django Reinhardt	Swing from Paris	Django Reinhardt	INDIFFERENT		2009.0	Album	210.0
B8P28KNAjMU	Swing 39	Django Reinhardt	The Art of the Jazz Guitar, Vol. 2	Django Reinhardt	INDIFFERENT		1956.0	Album	152.0
mZ5TlsqsUlU	Holding You, Loving You	Don Blackman	Late Night Tales: Zero 7	Zero 7	INDIFFERENT		2012.0	Album	249.0
sSdPwxRyCGE	Mercy, Mercy	Don Covay & The Goodtimers	See Saw	Don Covay	INDIFFERENT		1966.0	Album	
H8YFBRuWZxE	I Feel Love	Donna Summer	Casablanca Classics	Various Artists	INDIFFERENT		2021.0	Album	
0P1IvwbfQsU	Jealous Guy	Donny Hathaway	70's Styles	Various Artists	INDIFFERENT		2020.0	Album	189.0
ReWGPKJYDQg	To Susan On the West Coast Waiting	Donovan	Donovan's Greatest Hits	Donovan	INDIFFERENT	3.8910892	1969.0	Album	
DijKToTW5UA	Season of the Witch	Donovan	Live & In The Studio	Donovan	INDIFFERENT		2009.0	Album	324.0
Y-s-5uPajew	Season Of The Witch	Donovan	Sunshine Superman - 18 Songs of Love and Freedom	Donovan	INDIFFERENT		1993.0	Album	
RKvMBErP7Ys	Wear Your Love Like Heaven (Single Version)	Donovan	The Essential Donovan	Donovan	INDIFFERENT		2012.0	Album	
4fYpx6B5hk0	Hey You	Dope Lemon	Smooth Big Cat	Dope Lemon	INDIFFERENT		2019.0	Album	
PxaqiH14Vx0	Essence of Sapphire	Dorothy Ashby	The Fantastic Jazz Harp of Dorothy Ashby						
QqZFpoc59kc	Still D.R.E. (feat. Snoop Dogg)	Dr. Dre	2001 (Deluxe)	Dr. Dre	INDIFFERENT		1999.0	Album	270.0
djMv234AvJ8	Still D.R.E. (feat. Snoop Dogg)	Dr. Dre	Discover More Hip Hop	Various Artists	INDIFFERENT		2020.0	Album	
nuKusmYcuWE	A Nigga Witta Gun	Dr. Dre	The Chronic	Dr. Dre	INDIFFERENT		1992.0	Album	
fGeHu6f_4qc	Let Me Ride (feat. Jewell)	Dr. Dre	The Chronic	Dr. Dre	INDIFFERENT		1992.0	Album	261.0
BLYHrElY5Bs	Deeez Nuuuts	Dr. Dre	The Chronic	Dr. Dre	INDIFFERENT		1992.0	Album	307.0
A6be85NSV28	Braziliant Thought	Dr. Who Dat?	Beat Journey						253.0
Esamm_b__8A	Beat Rock	Dr. Who Dat?	Beat Journey						138.0
5JyhjTDdocw	Beat Rock	Dr. Who Dat?	Beat Journey	Dr. Who Dat?	INDIFFERENT		2006.0	Album	139.0
rAcUNyQr03M	Braziliant Thought	Dr. Who Dat?	Beat Journey	Dr. Who Dat?	INDIFFERENT		2006.0	Album	254.0
gfwxp6BemFI	Legend	Drake	If You’re Reading This It’s Too Late	Drake	INDIFFERENT				
-562N8YKCa0	Miss Me (feat. Lil Wayne)	Drake	Miss Me (feat. Lil Wayne)	Drake	INDIFFERENT	4.6588202	2010.0	Single	
NNgfvVZsZ0Q	Glow (feat. Kanye West)	Drake	More Life	Drake	INDIFFERENT		2018.0	Album	
KPS9kBybDfI	Over	Drake	Thank Me Later	Drake	INDIFFERENT		2010.0	Album	
95ggJqzLcfs	We Can't Be Friends	Dream Koala	We Can't Be Friends	Dream Koala	INDIFFERENT	4.8620691	2012.0	Single	
01XqO8rahGw	Costa Rica (feat. Guapdad 4000, Reese LAFLARE, Jace & Mez)	Dreamville	ROTD3.COM	Dreamville	INDIFFERENT		2019.0	Single	
PA6d4g-G0MA	Sleep Deprived (feat. Mez & DaVionne)	Dreamville	Revenge Of The Dreamers III	Dreamville	INDIFFERENT		2021.0	Album	
sErXkSNX5Sg	Costa Rica (feat. Guapdad 4000, Reese LAFLARE, Jace & Mez)	Dreamville	Revenge Of The Dreamers III: Director's Cut	Dreamville	INDIFFERENT	4.8522167	2021.0	Album	
4nr85PIM8KM	Sleep Deprived (feat. Mez & DaVionne)	Dreamville	Revenge Of The Dreamers III: Director's Cut	Dreamville	INDIFFERENT		2021.0	Album	
LHZF-5vhTw0	Ladies, Ladies, Ladies (feat. T.I.)	Dreamville	Revenge Of The Dreamers III: Director's Cut	Dreamville	INDIFFERENT	4.8872018	2021.0	Album	
nuTqIqVxWdo	Sleep Deprived (feat. Mez & DaVionne)	Dreamville	Revenge Of The Dreamers III: Director's Cut	Dreamville	INDIFFERENT	4.8755889	2021.0	Album	
o4jF8lf5N4A	Kintsugi	Droeloe	Kintsugi	Droeloe	INDIFFERENT		2017.0	Single	
htg8v0g_4e4	Don't Start Now	Dua Lipa	Don't Start Now	Dua Lipa	INDIFFERENT	4.7158165	2019.0	Single	
8gE_k46njaU	Where Am I	Duffy Power	The Marquis Sessions	Duffy Power	INDIFFERENT		2011.0	Album	
GN15L2eNVZw	Reflections In D	Duke Ellington	The Duke Plays Ellington	Duke Ellington	INDIFFERENT		1954.0	Album	
yg0Fvozd1JI	Turn Around	Dungen	Turn Around						
AeGZ1HRwMO8	Son of a Preacher Man	Dusty Springfield	Dusty In Memphis [Deluxe Edition]	Dusty Springfield	INDIFFERENT		1969.0	Album	149.0
bDnrzFWlZUg	The Look Of Love	Dusty Springfield	The Very Best Of Dusty Springfield	Dusty Springfield	INDIFFERENT		1998.0	Album	
xrFj7Dy-HHM	What Fiction Is For	Dyan	What Fiction Is For	Dyan	INDIFFERENT	4.5905514	2017.0	Single	
tAsvlc1Kn54	Facts Not Fiction (feat. Stresmatic)	E-40	Practice Makes Paper	E-40	INDIFFERENT		2019.0	Album	
P1lY_o71VHI	So Wat Cha Sayin'	EPMD	Old School Hip Hop	Various Artists	INDIFFERENT	4.7547569	2018.0	Album	
DQhpvFdnvfM	Crossover	EPMD	Out Of Business (Deluxe Edition)	EPMD	INDIFFERENT		1999.0	Album	
2Z0VXJUi9jo	Symphony (feat. M.O.P.)	EPMD	Out Of Business (Deluxe Edition)	EPMD	INDIFFERENT	4.7322035	1999.0	Album	
L4LxavmC4_4	New Kid in Town	Eagles	Greatest Hits Volume 2	Eagles	INDIFFERENT		1982.0	Album	305.0
2dANDhfWU8g	Lyin' Eyes	Eagles	Legacy	Eagles	INDIFFERENT	4.5209069	2018.0	Album	
o0UMzyedGH8	Journey of the Sorcerer	Eagles	One of These Nights	Eagles	INDIFFERENT				
d906Ioa9gYo	One of These Nights	Eagles	Their Greatest Hits, Volumes 1 & 2	Eagles	INDIFFERENT				
wj62-JO_2f0	Tequila Sunrise	Eagles	Their Greatest Hits, Volumes 1 & 2	Eagles	INDIFFERENT				
jPRg85Nc01o	Take It to the Limit	Eagles	Their Greatest Hits, Volumes 1 & 2	Eagles	INDIFFERENT				
nwVKhqoYfR4	New Kid in Town	Eagles	Their Greatest Hits, Volumes 1 & 2	Eagles	INDIFFERENT				
zQxr_srTFN4	Shining Star	Earth, Wind & Fire	Rock Classics Of The '70s	Various Artists	INDIFFERENT		1989.0	Album	
2Hp8adWkSFU	Boogie Wonderland	Earth, Wind & Fire	Skatetown USA (Music from the Motion Picture Soundtrack)	Various Artists	INDIFFERENT		1979.0	Album	
wAVEsckRmwY	Sing	Ed Sheeran	x (Deluxe Edition)	Ed Sheeran	INDIFFERENT		2014.0	Album	236.0
1C38Zevwyx4	Summertime Blues	Eddie Cochran	Deluxe: Greatest Hits - Eddie Cochran	Eddie Cochran	INDIFFERENT		2012.0	Album	
JzsNRPDau_0	C’Mon Everybody	Eddie Cochran	Somethin' Else	Eddie Cochran	INDIFFERENT		2004.0	Album	
dDloXGfNGus	Knock On Wood	Eddie Floyd	Rare Stamps	Eddie Floyd	INDIFFERENT	4.5679998	1968.0	Album	
1-KWX26Dwv8	Knock On Wood	Eddie Floyd	Stax Profiles: Eddie Floyd	Eddie Floyd	INDIFFERENT		2006.0	Album	190.0
0L2jSDWgg-8	Knock on Wood	Eddie Floyd	Stax/Volt - The Complete Singles 1959-1968 - Volume 6	Various Artists	INDIFFERENT	4.57868	2007.0	Album	
QIpkkM0mkLg	Take Me Home Tonight	Eddie Money	The Best Of Eddie Money	Eddie Money	INDIFFERENT		2001.0	Album	
s4jeC-JRQ4E	War	Edwin Starr	20th Century Masters: The Millennium Collection: Best Of The '70s	Various Artists	INDIFFERENT		2000.0	Album	
gKAM1NfMXY8	War	Edwin Starr	War And Peace	Edwin Starr	INDIFFERENT		1970.0	Album	
gI3TyfbSQ4Q	Birds	Eiafuawn	Birds in the Ground	Eiafuawn	INDIFFERENT				
vB1DvLlpB1Q	Bees	Eiafuawn	Birds in the Ground	Eiafuawn	INDIFFERENT				
Jzd3wOVJmiI	Bunny	Eiafuawn	Birds in the Ground	Eiafuawn	INDIFFERENT				
u2Z48sBYXng	On a Peoplemover	Eiafuawn	Birds in the Ground	Eiafuawn	INDIFFERENT				
MjW1FSVq-8k	Secret Gypsy Language	Eiafuawn	Birds in the Ground	Eiafuawn	INDIFFERENT				
nKkfc9SJ7uU	Graffiti High	Elaquent	After Midnight	Elaquent	INDIFFERENT	4.5454545	2009.0	Album	
dDDtoFlZUII	Control	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	139.0
HxL9GLE-LMk	This Head I Hold	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	176.0
T3yA-e1Y7qk	Holes	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	166.0
q6WMJM0VADU	Under the Gun	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	223.0
Qc9eV6fD7zE	Waves	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	187.0
V2xV0NJLy0I	Troubleman	Electric Guest	Mondo	Electric Guest	INDIFFERENT		2012.0	Album	529.0
3byYbn882_s	The Jerk	Electric Guest	The Jerk/Back On Me	Electric Guest	INDIFFERENT		2012.0	Single	189.0
-Wtj59opWKg	Strange Magic	Electric Light Orchestra	All Over The World: The Very Best Of ELO	Electric Light Orchestra	INDIFFERENT		2005.0	Album	248.0
UUPfzSqWZK0	Eldorado	Electric Light Orchestra	Eldorado: A Symphony by the Electric Light Orchestra	Electric Light Orchestra	INDIFFERENT				
gpyiqOK384E	Turn To Stone	Electric Light Orchestra	The Best Of ELO	ELO	INDIFFERENT	4.7894735	2006.0	Album	
dOAYj_JAozs	Evil Woman	Electric Light Orchestra	The Best Of ELO	ELO	INDIFFERENT	4.4285712	2006.0	Album	
lzMwKQj_uak	The One	Electric Mantis	Braincase (Deluxe)	Electric Mantis	INDIFFERENT		2017.0	EP	
T-0CEs3Fvy8	Flips and Flops, Drips and Drops	Electric Mantis	Braincase (Deluxe)	Electric Mantis	INDIFFERENT		2017.0	EP	
-x6AykfUQe4	Little Star	Elegants	The Legends of Rock & Roll Hits, Vol. 2	Various Artists	INDIFFERENT		2016.0	Album	
Tdre6Rxi9ok	Freight Train	Elizabeth Cotten	Elizabeth Cotten, Volume 3: When I'm Gone	Elizabeth Cotten	INDIFFERENT	4.0919542	1979.0	Album	
Ry2btuoGxZg	Freight Train	Elizabeth Cotten	Elizabeth Cotten, Volume 3: When I'm Gone	Elizabeth Cotten	INDIFFERENT		1979.0	Album	191.0
MPPrvDpsRiA	Let's Call the Whole Thing Off	Ella Fitzgerald	Ella and Louis Again	Ella Fitzgerald	INDIFFERENT		2011.0	Album	252.0
lERVpo6yKzY	They Can't Take That Away from Me	Ella Fitzgerald	Talent, 30 Original Songs: Ella & Louis	Louis Armstrong	INDIFFERENT		2012.0	Album	269.0
IrJkkvg81yA	Needle in the Hay	Elliott Smith	An Introduction to Elliott Smith	Elliott Smith	INDIFFERENT	4.5568562	2010.0	Album	
pCymOJoUy4g	No Name No. 5	Elliott Smith	Either/Or: Expanded Edition	Elliott Smith	INDIFFERENT	4.7732792	2017.0	Album	
N066JhKWszo	Angeles	Elliott Smith	Speed Trials (7 Inch)	Elliott Smith	INDIFFERENT		1996.0	Single	172.0
pd7b1Ye6Oc0	The Sky Is Crying	Elmore James	Shake Your Moneymaker (The Best Of The Fire Sessions)	Elmore James	INDIFFERENT		2001.0	Album	
lhzEgccZeKk	Dust My Broom	Elmore James	The King of Slide Guitar: Elmore James	Elmore James	INDIFFERENT		2014.0	Album	
_9GaTLhYOYU	The Sky Is Crying	Elmore James	The Sky Is Crying	Elmore James	INDIFFERENT		2006.0	Album	
5kK9A51T3cU	Mystery Dance	Elvis Costello	My Aim Is True	Elvis Costello	INDIFFERENT		1977.0	Album	95.0
1KcmGE4fzXQ	One Night	Elvis Presley	100 Songs !	Elvis Presley	INDIFFERENT		2011.0	Album	154.0
spsliie3Z-Q	Suspicious Minds	Elvis Presley	Blade Runner 2049 (Original Motion Picture Soundtrack)	Hans Zimmer	INDIFFERENT		2017.0	Album	
z-25GEoHPjk	Can't Help Falling in Love	Elvis Presley	Blade Runner 2049 (Original Motion Picture Soundtrack)	Hans Zimmer	INDIFFERENT		2017.0	Album	
RaqC4HDgMsQ	Blue Suede Shoes	Elvis Presley	Blue Suede Shoes (1956) [Original Sound]	Elvis Presley	INDIFFERENT		2010.0	Album	
t_xeY3veHdM	In the Ghetto	Elvis Presley	Burning Love: 40 Greatest Hits of Elvis Presley	Elvis Presley	INDIFFERENT		2020.0	Album	167.0
iRi9ndibW0c	(Let Me Be Your) Teddy Bear	Elvis Presley	Elv1s: 30 #1 Hits	Elvis Presley	INDIFFERENT		2002.0	Album	
h6bM1c5t1oo	Too Much	Elvis Presley	Elv1s: 30 #1 Hits	Elvis Presley	INDIFFERENT		2002.0	Album	
dQpoE_prycE	One-Sided Love Affair	Elvis Presley	Elvis Presley	Elvis Presley	INDIFFERENT		1956.0	Album	130.0
J3NOTxYRWrY	Hound Dog	Elvis Presley	Elvis Presley  Portrait	Elvis Presley	INDIFFERENT		2004.0	Album	
godIb5ksGZ0	I Got A Woman	Elvis Presley	Elvis Presley Plus Special Guests: That's Alright Mama	Various Artists	INDIFFERENT		2013.0	Album	
6xn1F0P6trY	Hound Dog	Elvis Presley	Elvis Presley: Debut Recordings	Elvis Presley	INDIFFERENT		2011.0	Album	133.0
7UDm0exucfs	Too Much	Elvis Presley	Elvis Presley: Debut Recordings	Elvis Presley	INDIFFERENT		2011.0	Album	
UKdLVgCBS50	That's All Right	Elvis Presley	For LP Fans Only	Elvis Presley	INDIFFERENT		1959.0	Album	
fCYKuo9CxFc	I'm Left, You're Right, She's Gone	Elvis Presley	For LP Fans Only	Elvis Presley	INDIFFERENT		1959.0	Album	156.0
AFJ9CYsAPd0	Heartbreak Hotel	Elvis Presley	Number Ones Not Forgotten	Various Artists	INDIFFERENT		2022.0	Album	129.0
_ISg9PEKNYk	Mystery Train	Elvis Presley	Sun Records: The 50th Anniversary Collection	Various Artists	INDIFFERENT		2002.0	Album	
zejweh3Wjrk	That's All Right	Elvis Presley	Sun Records: The 50th Anniversary Collection	Various Artists	INDIFFERENT		2002.0	Album	
ch5kLzbKf-k	Jailhouse Rock	Elvis Presley	The 50 Greatest Hits	Elvis Presley	INDIFFERENT		2000.0	Album	
v_U8vXSc9_4	Burning Love	Elvis Presley	The Essential Elvis Presley	Elvis Presley	INDIFFERENT		2006.0	Album	
52hDraDOv74	Long Tall Sally	Elvis Presley	The King of Rock 'n' Roll: The Complete 50's Masters	Elvis Presley	INDIFFERENT		1992.0	Album	
jXI9jxCvcXU	Mystery Train	Elvis Presley	The U.k Sun Sessions	Elvis Presley	INDIFFERENT		2008.0	Album	
xiVCJbcEekM	I Don't Care If the Sun Don't Shine	Elvis Presley	The U.k Sun Sessions	Elvis Presley	INDIFFERENT		2008.0	Album	
57jDG_LlBZI	Ghost Pong	Emancipator	Baralku	Emancipator	INDIFFERENT		2017.0	Album	292.0
9KqpOYQ15Zc	Maps	Emancipator	Maps & Father King	Emancipator	INDIFFERENT		2016.0	EP	263.0
5DmNGPXZGiA	Honey	Emancipator	Seven Seas	Emancipator	INDIFFERENT		2015.0	Album	240.0
GLts1td3lMA	Land & Sea (feat. Molly Parti)	Emancipator	Seven Seas	Emancipator	INDIFFERENT		2015.0	Album	362.0
BdfpV-cIkuA	The Real Slim Shady	Eminem	Curtain Call: The Hits	Eminem	INDIFFERENT	4.6767139	2005.0	Album	
0ucQ1PV9ZQA	Darkness	Eminem	Music To Be Murdered By - Side B (Deluxe Edition)	Eminem	INDIFFERENT		2020.0	Album	
cTkdrWKS7Po	Bad Meets Evil (feat. Royce Da 5'9'')	Eminem	The Slim Shady LP	Eminem	INDIFFERENT	4.6827412	1999.0	Album	
feM8YLFzcio	The Chase	Ennio Morricone	A Fistful of Dollars (Original Motion Picture Soundtrack)	Ennio Morricone	INDIFFERENT	4.3333335	2016.0	Album	
BFidPcFMGEo	Frank	Ennio Morricone	Once Upon a Time in the West (Original Motion Picture Soundtrack)	Ennio Morricone	INDIFFERENT	4.5999999	2016.0	Album	
v1NCGDGU4tc	Jill	Ennio Morricone	Once Upon a Time in the West (Original Motion Picture Soundtrack)	Ennio Morricone	DISLIKE	4.25	2016.0	Album	
xB6aGw33nW0	The Oligarch	Ephemerals	Nothin Is Easy (Deluxe Edition)	Ephemerals	INDIFFERENT	4.6969695	2014.0	Album	
SrWFJcTpI5I	Thirsty Boots	Eric Andersen	'Bout Changes And Things	Eric Andersen	INDIFFERENT	3.9230769	1966.0	Album	
COruH4Tmqvw	Microphone Fiend	Eric B. & Rakim	Follow The Leader	Eric B. & Rakim	INDIFFERENT		1988.0	Album	
